,name,description,rating,best_rating,rating_count,genre,for_family,producer,director,country,time,date
900,Форрест Гамп,Полувековая история США глазами чудака из Алабамы. Абсолютная классика Роберта Земекиса с Томом Хэнксом. Смотрите онлайн на Кинопоиске.,8.914,10.0,751576.0,"['драма', 'комедия', 'мелодрама', 'история', 'военный']",True,Венди Файнерман,Роберт Земекис,['США'],142,1994
901,Достучаться до небес,"Смертельно больные Мартин и Руди едут к морю на угнанной машине. Роль, сделавшая Тиля Швайгера суперзвездой. Смотрите онлайн на Кинопоиске.",8.631,10.0,537422.0,"['драма', 'комедия', 'криминал']",False,Андре Хеннике,Томас Ян,['Германия'],87,1997
902,Исчезнувшая,Жена Ника бесследно исчезает в день пятилетия свадьбы. Фильм-головоломка от Дэвида Финчера с Беном Аффлеком. Смотрите онлайн на Кинопоиске.,7.958,10.0,540391.0,"['триллер', 'драма', 'детектив']",True,Сиан Чаффин,Дэвид Финчер,['США'],149,2014
903,Банкир,"История афроамериканских бизнес-партнеров Джо Морриса и Бернарда Гарретта, которые в 1950-х годах основали успешное агентство недвижимости. Они нанимают подставного белого руководителя компании, а сами притворяются простыми дворником и водителем. На вершине успеха над ними нависает угроза разоблачения.",7.22,10.0,29172.0,"['биография', 'драма']",,Ннамди Асомуга,Джордж Нолфи,['США'],120,2019
904,Дом Gucci,Бесцеремонная простолюдинка переворачивает модную империю вверх дном. Скандальная драма Ридли Скотта. Смотрите онлайн на Кинопоиске.,7.143,10.0,186310.0,"['биография', 'драма', 'криминал', 'триллер']",False,Франческа Чинголани,Ридли Скотт,"['США', 'Канада']",158,2021
905,Драйв,Молчаливый водитель спасает девушку от гангстеров. Неонуар с Райаном Гослингом и пульсирующим саундтреком. Смотрите онлайн на Кинопоиске.,7.262,10.0,337663.0,"['криминал', 'драма', 'триллер']",False,Мишель Литвак,Николас Виндинг Рефн,['США'],100,2011
906,Мстители: Война бесконечности,Титан Танос вынашивает страшный план — угрозу всей Вселенной. Предпоследний фильм о суперкоманде Marvel. Смотрите онлайн на Кинопоиске.,8.03,10.0,732769.0,"['фантастика', 'боевик', 'приключения']",True,Виктория Алонсо,Энтони Руссо,['США'],149,2018
907,Еще по одной,"Друзья решают выпивать каждый день, чтобы стать счастливее. Философская алкодрама с Мадсом Миккельсеном. Смотрите онлайн на Кинопоиске.",7.54,10.0,341738.0,"['драма', 'комедия']",False,Каспер Диссинг Нильсен,Томас Винтерберг,"['Дания', 'Швеция', 'Нидерланды']",110,2020
908,Криминальное чтиво,"Несколько связанных историй из жизни бандитов. Шедевр Квентина Тарантино, который изменил мировое кино. Смотрите онлайн на Кинопоиске.",8.636,10.0,644557.0,"['криминал', 'драма']",False,Лоуренс Бендер,Квентин Тарантино,['США'],154,1994
909,Семь жизней,"Совершить семь добрых поступков, чтобы исправить страшную ошибку. Уилл Смит — в мощной, пронзительной истории. Смотрите онлайн на Кинопоиске.",8.202,10.0,386547.0,"['драма', 'мелодрама']",True,Тодд Блэк,Габриэле Муччино,['США'],118,2008
910,Эскортницы,"Эми — амбициозная девушка, всегда мечтавшая о роскошной жизни. Поработав в элитном эскорте, она получает предложение набрать девушек, готовых отправиться в гости к арабским шейхам. Это должны быть исключительно модели, участницы конкурсов красоты, звезды кино. Им обещана полная анонимность и сказочные условия. Всё выглядит очень заманчиво. Однако совсем скоро этот манящий мир роскоши покажет свою темную сторону.",6.371,10.0,24962.0,"['драма', 'криминал']",False,Эмиль Стемпень,Мария Садовска,['Польша'],146,2021
911,Я краснею,"Торонто, 2002 год. Активная и неунывающая 13-летняя Мэйлинь всеми силами пытается быть первой во всём, чтобы угодить строгой гиперопекающей матери. Семья девочки живёт при храме и поклоняется Богине-прародительнице. Одним прекрасным утром Мэйлинь просыпается и вместо привычного отражения в зеркале видит красную панду — теперь, когда она волнуется, злится или испытывает другие сильные эмоции, превращается в большого зверя. Мало того, что это происходит в самые неподходящие моменты, так ещё и посещение концерта обожаемой Мэйлинь и её подружками мальчиковой группы 4-Town оказывается под угрозой.",7.088,10.0,74605.0,"['мультфильм', 'фэнтези', 'комедия', 'приключения', 'семейный']",True,Линдси Коллинз,Доми Ши,"['США', 'Канада']",100,2022
912,Тик-так... БУМ!,"1990 год. Молодой композитор Джон работает официантом в нью-йоркской забегаловке. Параллельно он пишет мюзикл «Супербия», который, как он рассчитывает, в будущем станет новым хитом Бродвея и позволит ему вырваться из нищеты. В жизни Джона всё непросто. Его девушка Сюзан устала ждать, пока бойфренд добьется успеха, а лучший друг оставил мечты и устроился на престижную работу в рекламном агентстве. Джону скоро исполнится 30 лет, и он начинает переживать, что впустую потратил все эти годы.",7.885,10.0,24056.0,"['мюзикл', 'драма', 'биография']",False,Брайан Грейзер,Лин-Мануэль Миранда,['США'],120,2021
913,Kingsman: Секретная служба,Тайная шпионская организация вербует в свои ряды лондонского гопника. Смешная и брутальная экранизация комикса. Смотрите онлайн на Кинопоиске.,7.669,10.0,431288.0,"['боевик', 'комедия', 'криминал', 'приключения']",False,Адам Болинг,Мэттью Вон,"['Великобритания', 'США']",130,2015
914,Энола Холмс,"Англия, 1884 год. В день своего 16-летия Энола Холмс обнаруживает, что её мама бесследно пропала. Обратившись за помощью к давно покинувшим отчий дом братьям Майкрофту и Шерлоку, девушка не получает ожидаемой поддержки. Поскольку отец умер рано, мать — женщина прогрессивных взглядов — воспитывала и обучала дочь сама, и теперь юная Энола не соответствует общепринятому представлению о приличной молодой особе. Хоть Шерлок и сочувствует сестре, Майкрофт является её законным опекуном и собирается отправить в женский пансион. Будучи не в восторге от данной перспективы, Энола начинает разгадывать оставленные матерью подсказки и, переодевшись мальчиком, тайком садится на поезд в Лондон, где знакомится с молодым виконтом, тоже сбежавшим от своей родни.",6.383,10.0,43493.0,"['приключения', 'детектив', 'криминал']",True,Милли Бобби Браун,Гарри Брэдбир,['Великобритания'],123,2020
915,Падение Луны,"В 2011 году во время рядового ремонта спутника на находившихся в открытом космосе астронавтов напал странный рой, вылетевший из лунного кратера. Один космонавт погиб, а второй — Брайан Харпер — несколько лет после происшествия пытался убедить НАСА, что в случившемся виноват необъяснимый феномен. 

10 лет спустя Луна внезапно сходит с орбиты и идёт на столкновение с Землёй, что провоцирует множественные катаклизмы и грозит гибелью человечества. Астроном-самородок, первым заметивший данную аномалию и считающий, что Луна является мегаструктурой, безуспешно пытается достучаться до правительства, поэтому просит помощи у вышедшего в отставку Харпера.",5.423,10.0,51635.0,"['фантастика', 'боевик']",True,Джон А. Амикарелла,Роланд Эммерих,"['США', 'Китай', 'Канада']",130,2022
916,Умная Маша,"Маша — красивая и эффектная блондинка. Но этого мало, чтобы аристократичная семья её возлюбленного раскрыла свои объятия. Что же делать? Учиться — долго и скучно. Находчивая Маша решается на эксперимент: вживить чип, который в любой ситуации поможет блеснуть интеллектом. Впрочем, изысканная соперница — новая избранница любимого — не собирается сдаваться, а техника может дать сбой в самый неподходящий момент.",,,,['комедия'],True,,,['Россия'],80,2022
917,Унесённые призраками,"Девочка должна спасти своих родителей в мире духов. Шедевр Хаяо Миядзаки, фаворит анимационных рейтингов мира. Смотрите онлайн на Кинопоиске.",8.47,10.0,484929.0,"['аниме', 'мультфильм', 'фэнтези', 'приключения', 'семейный']",True,Тосио Судзуки,Хаяо Миядзаки,['Япония'],125,2001
918,Зверь,"После смерти жены доктор Нэйт Дэниелс возвращается в Южную Африку, где они познакомились. Вместе с дочерьми он направляется в заповедник, которым управляет давний друг семьи Мартин Баттлс. Однако семейная поездка оборачивается опасным приключением, в котором Нэйту придется вступить в противостояние со свирепым львом.",5.616,10.0,3482.0,"['триллер', 'драма', 'приключения']",,Бальтасар Кормакур,Бальтасар Кормакур,"['США', 'Исландия']",93,2022
919,Однажды в… Голливуде,"Можно ли переписать историю? Самый ностальгический фильм Тарантино — с Шэрон Тейт, Брюсом Ли и Чарли Мэнсоном. Смотрите онлайн на Кинопоиске.",7.642,10.0,455232.0,"['драма', 'комедия']",False,Джеффри Чан,Квентин Тарантино,"['США', 'Великобритания', 'Китай']",161,2019
920,Отступники,"Два лучших выпускника полицейской академии оказались по разные стороны баррикады: один из них – агент мафии в рядах правоохранительных органов, другой – «крот», внедрённый в мафию. Каждый считает своим долгом обнаружить и уничтожить противника, но постоянная жизнь в искажённых реалиях меняет внутренний мир героев.",8.454,10.0,429133.0,"['триллер', 'драма', 'криминал']",True,Брэд Грэй,Мартин Скорсезе,"['США', 'Гонконг']",151,2006
921,Холодное сердце,"Анна и Эльза — родные сестры, которые ищут путь к сердцам друг друга. Мюзикл о любви, способной растопить лед
. Смотрите онлайн на Кинопоиске.",7.853,10.0,474107.0,"['мультфильм', 'мюзикл', 'фэнтези', 'комедия', 'мелодрама', 'приключения', 'семейный']",True,Питер Дель Вечо,Крис Бак,['США'],102,2013
922,Царство против разбойников,"Юный Царевич отказывается платить ежегодную дань разбойникам и, вопреки желанию царя и воеводы, нанимает на службу двух странствующих актеров, выдающих себя за богатырей, которые вместе с ним превращают оборону деревни в фарс, проигрывают сражение, а потом, действительно взявшись за дело, исправляют ситуацию и побеждают своих врагов.",,,,['мультфильм'],True,,,['Россия'],72,2022
923,Чебурашка,"Что, если Чебурашка на самом деле существует?

Что, если он — не плюшевая игрушка, а вполне себе настоящий мохнатый зверек, который живет в апельсиновой роще в далёкой стране?

Что, если он попадет в маленький город у моря и встретит необщительного старика, которому окажется совсем не нужен, познакомится с маленьким мальчиком, не умеющим разговаривать, и его мамой, которая варит удивительный шоколад, встретит странную тетю, которая захочет купить его и подарить своей несимпатичной внучке, и многих-многих других людей.",,,,"['семейный', 'комедия']",True,,,['Россия'],,2022
924,Пэрл,"1918 год. В мире бушует Первая мировая война и пандемия «испанки», а на техасской ферме мается девушка Пэрл. Она мечтает вырваться из этой глухомани и стать танцовщицей, но вместо этого вынуждена подчиняться строгой матери, ухаживать за парализованным отцом и покорно дожидаться мужа с фронта. Когда Пэрл узнаёт, что в ближайшем городке будет проходить прослушивание на вакансию в танцевальной труппе, она решает попасть туда любой ценой.",6.612,10.0,3662.0,"['ужасы', 'драма']",False,Харрисон Крайсс,Тай Уэст,"['США', 'Канада']",103,2022
925,Школа добра и зла,"Лучшие подруги Софи и Агата учатся в заколдованном учреждении, где дети становятся сказочными героями или злодеями.",6.079,10.0,4323.0,"['фэнтези', 'боевик', 'драма', 'комедия']",,Шоман Чаинани,Пол Фиг,['США'],147,2022
926,Назад в будущее,"Безумный ученый и 17-летний оболтус тестируют машину времени, наводя шороху в 1950-х. Классика кинофантастики. Смотрите онлайн на Кинопоиске.",8.641,10.0,572820.0,"['фантастика', 'комедия', 'приключения']",True,Нил Кэнтон,Роберт Земекис,['США'],116,1985
927,Люди в чёрном,"Они - самый большой секрет Земли. Они работают на неофициальное правительственное агентство, регулирующее деятельность инопланетян на Земле.

Они - это лучшая, последняя и единственная линия защиты Земли от отбросов вселенной. Их работа секретна, их оружие совершенно, им нет равных, они не оставляют следов. Они - это Люди в черном.",7.997,10.0,380985.0,"['фантастика', 'боевик', 'комедия', 'приключения']",True,Лори МакДональд,Барри Зонненфельд,['США'],98,1997
928,Добыча,"Север Великих равнин, 1719 год. Девушка Нару из племени команчей больше всего на свете хочет стать достойной охотницей, но близкие не воспринимают её увлечение всерьёз. Когда отряд бывалых охотников идёт в лес на поиски атакованного пумой соплеменника, Нару как опытный следопыт отправляется с ними и вскоре замечает странные следы. Спасение товарища проходит успешно, а вот схватка с дикой кошкой для Нару — не очень. Не желая мириться с тем, что её брата признали лучшим охотником, девушка решает во что бы то ни стало выследить и убить того странного хищника, и она даже не догадывается, что её добыча — представитель высокоразвитой инопланетной цивилизации, прибывший на Землю в поисках достойного соперника для схватки.",6.608,10.0,48992.0,"['ужасы', 'фантастика', 'боевик']",,Тайсон Брюэр,Дэн Трахтенберг,['США'],99,2022
929,Побег из Шоушенка,"Бухгалтер Энди Дюфрейн обвинён в убийстве собственной жены и её любовника. Оказавшись в тюрьме под названием Шоушенк, он сталкивается с жестокостью и беззаконием, царящими по обе стороны решётки. Каждый, кто попадает в эти стены, становится их рабом до конца жизни. Но Энди, обладающий живым умом и доброй душой, находит подход как к заключённым, так и к охранникам, добиваясь их особого к себе расположения.",9.108,10.0,868894.0,['драма'],True,Лиз Глоцер,Фрэнк Дарабонт,['США'],142,1994
930,Игра,"Жизнь банкира превращается в ад, но, возможно, это кем-то спланировано. Хищный и едкий триллер Дэвида Финчера. Смотрите онлайн на Кинопоиске.",8.255,10.0,374422.0,"['триллер', 'драма', 'детектив', 'приключения']",True,Сиан Чаффин,Дэвид Финчер,['США'],129,1997
931,Пара из будущего,"2040 год. Евгений и Александра уже 20 лет в браке, их отношения похожи на высохший урюк. Развестись у них тоже не получается, поскольку расторжение брака — очень дорогая процедура. Но судьба дает им шанс: Евгений и Александра попадают в прошлое, в тот самый день 20 лет назад, когда влюбленный Женя сделал предложение прелестной Саше. Теперь пара из будущего решает разлучить самих себя в молодости, но это будет непросто, так как молодые отстаивают свою любовь.",6.667,10.0,108886.0,"['комедия', 'фантастика', 'мелодрама']",True,,,['Россия'],104,2021
932,Вечное сияние чистого разума,"Застенчивый и меланхоличный Джоэл живёт ничем не примечательной серой и унылой жизнью. Но однажды вместо привычного рабочего маршрута молодой человек вдруг садится на электричку в другом направлении и устремляется к морю. На песчаном берегу Джоэл замечает девушку с ярко-синими волосами. На обратном пути они знакомятся в вагоне электрички и парень понимает, что у них с Клементиной очень много общего, как будто он уже знает эту девушку. Совсем скоро Джоэл поймёт, что действительно был знаком с ней, более того - они были парой.",8.038,10.0,427021.0,"['мелодрама', 'фантастика', 'драма']",True,Жорж Берманн,Мишель Гондри,['США'],108,2004
933,Гарри Поттер и Кубок огня,Гарри участвует в смертельном Турнире Трех Волшебников. Первая по-настоящему взрослая часть великой франшизы. Смотрите онлайн на Кинопоиске.,7.908,10.0,436163.0,"['фэнтези', 'приключения', 'семейный']",True,Дэвид Хейман,Майк Ньюэлл,"['Великобритания', 'США']",157,2005
934,Тар,"Всемирно признанная дирижёр и композитор Лидия Тар становится первой в истории женщиной-дирижёром Берлинского симфонического оркестра. Она даёт интервью, выпускает книги, преподаёт и в новой должности приступает к репетициям симфонии № 5 Малера, а также заботится о своей партнёрше — первой скрипке оркестра — и маленькой приёмной дочери. Но когда одна из её бывших подопечных кончает с собой, безупречная репутация Лидии оказывается под угрозой.",8.0,10.0,289.0,"['драма', 'музыка']",,Тодд Филд,Тодд Филд,['США'],158,2022
935,Мемуары гейши,"Маленькую прелестную девочку из бедной японской семьи отдают в услужение в дом гейш. С годами красавица расцветает и познает все таинства этой профессии. Самые влиятельные мужчины становятся пленниками знаменитой гейши по имени Сайюри, достигшей совершенства в своем искусстве.

Но в сердце Сайюри теплится любовь к тому, над которым ее чары не властны.",8.001,10.0,169588.0,"['драма', 'мелодрама']",True,Люси Фишер,Роб Маршалл,"['Франция', 'Япония', 'США']",145,2005
936,Уроки фарси,"Еврей выдает себя за перса, чтобы выжить в концлагере. Один из лучших российских фильмов о холокосте. Смотрите онлайн на Кинопоиске.",7.853,10.0,142769.0,"['драма', 'военный', 'история']",True,,Вадим Перельман,"['Россия', 'Германия', 'Беларусь']",128,2020
937,Холодное сердце 2,Загадочный голос приводит Эльзу к Зачарованному лесу. Удачный сиквел сверхпопулярного мюзикла про двух сестер. Смотрите онлайн на Кинопоиске.,7.321,10.0,298050.0,"['мультфильм', 'мюзикл', 'фэнтези', 'драма', 'комедия', 'приключения', 'семейный']",True,Питер Дель Вечо,Крис Бак,['США'],103,2019
938,Люди в черном: Интернэшнл,"Агенты Эйч и Эм сдерживают вторжение паразитов. Спин-офф франшизы, снятый с искренней верой в инопланетян. Смотрите онлайн на Кинопоиске.",5.886,10.0,160224.0,"['фантастика', 'боевик', 'комедия', 'приключения']",True,Давид Бобэр,Ф. Гэри Грей,"['США', 'Китай']",114,2019
939,Майор Гром: Чумной Доктор,"Честный полицейский ловит мстителя в маске, убивающего коррупционеров. Супергеройское кино по комиксу Bubble. Смотрите онлайн на Кинопоиске.",7.147,10.0,440896.0,"['боевик', 'криминал', 'детектив', 'комедия']",True,,,['Россия'],136,2021
940,Пятьдесят оттенков серого,Скромная студентка влюбляется в плейбоя-миллиардера со склонностью к БДСМ. Первая часть эротической трилогии. Смотрите онлайн на Кинопоиске.,4.407,10.0,213088.0,['мелодрама'],False,Дэна Брунетти,Сэм Тейлор-Джонсон,['США'],120,2015
941,13 жизней,История спасения двенадцати мальчиков и их футбольного тренера из затопленной пещеры в Таиланде.,7.689,10.0,10080.0,"['триллер', 'драма', 'биография']",,Кэролин Маркс-Блэквуд,Рон Ховард,['Великобритания'],147,2022
942,Призрачный патруль 2: Восстание проклятых,"1876 год. Шериф Рой Пульсифер погибает в перестрелке с известной бандой, но получает второй шанс вернуться на землю после того, как попадает на службу в Призрачный Патруль. Но с местью за собственное убийство придётся подождать, так как сначала ему предстоит спасти мир от нечисти, которая может попасть на землю из открывшихся врат ада в одной из шахт Ред Крика.",5.006,10.0,526.0,"['боевик', 'комедия', 'фэнтези']",,Огден Гавански,Пол Лейден,['США'],102,2022
943,Идиократия,"Капрала Джо Бауэрса Пентагон выбирает для участия в сверхсекретной программе по гибернации людей. Проведя в спячке пятьсот лет, он пробуждается и попадает в цивилизацию, где интеллектуальный уровень людей намного ниже того, которым обладает он. В итоге, Джо оказывается самым умным человеком на планете...",6.614,10.0,67516.0,"['фантастика', 'комедия', 'приключения']",True,Майк Джадж,Майк Джадж,['США'],84,2005
944,Ходячий замок,Злая колдунья превращает юную Софи в старушку. Волшебная сказка о силе любви по мотивам книги Дианы Уинн Джонс. Смотрите онлайн на Кинопоиске.,8.308,10.0,346460.0,"['аниме', 'мультфильм', 'фэнтези', 'мелодрама', 'приключения']",True,Тосио Судзуки,Хаяо Миядзаки,['Япония'],119,2004
945,Звёзды мне укажут путь,"Александрина живёт вместе с мамой в маленьком провинциальном городке и мечтает стать музыкантом, как и ее папа — Гена, который давно не живет с семьёй: трудности семейной жизни отпугнули его и он «сбежал», чтобы посвятить себя музыке, но успех прошёл мимо него, как и семейное счастье. Гена в одиночестве скитается по прибрежным городкам, играет на гитаре и поёт на улицах, торгуя кофе на своём фудтраке. Александрину приглашают на прослушивание в Московскую музыкальную Академию. Для этого ей необходимо попасть из своего прибрежного городка в столицу. Неожиданно Гена предлагает свою помощь — у него есть свои причины срочно уехать из города…",,,,"['семейный', 'музыка', 'мелодрама']",True,,,['Россия'],105,2022
946,Блондинка,"В те редкие часы, когда сбрендившая мама не пыталась сжечь или утопить маленькую Норму Джин, она рассказывала дочке, что её отец — голливудская знаменитость и богач, который временно не может принимать участие в их жизни. Маму посадили в сумасшедший дом, Норма Джин выросла, взяла псевдоним Мэрилин Монро, но даже когда стала самой популярной блондинкой Голливуда и секс-символом 1950-х, всё равно продолжала поиски анонимного отца.",6.182,10.0,12820.0,"['биография', 'драма']",False,Деде Гарднер,Эндрю Доминик,['США'],167,2022
947,Терминал,Турист с недействительным паспортом обживается в аэропорту Нью-Йорка. Трагикомедия о человеке против системы. Смотрите онлайн на Кинопоиске.,8.103,10.0,366378.0,"['драма', 'мелодрама', 'комедия']",True,Лори МакДональд,Стивен Спилберг,['США'],124,2004
948,Отпуск по обмену,Накануне Рождества англичанка и американка меняются домами. Теплая мелодрама с Кейт Уинслет и Кэмерон Диас. Смотрите онлайн на Кинопоиске.,7.698,10.0,266186.0,"['мелодрама', 'комедия']",True,Брюс А. Блок,Нэнси Майерс,['США'],136,2006
949,Добрый медбрат,"Чарльз Каллен был на хорошем счету в больнице, проработал медбратом 16 лет, и, как считает полиция, за это время убил около 300 человек. В жизни он был любящим отцом, заботливым мужем, примерным сыном и приятным коллегой. Полицейские убеждают медсестру, знакомую с Калленом, помочь им в поимке преступника.",6.493,10.0,5196.0,"['триллер', 'драма', 'криминал', 'биография']",,Даррен Аронофски,Тобиас Линдхольм,['США'],121,2022
950,Нет,"Через полгода после смерти отца в результате нелепого несчастного случая брат с сестрой, Оджей и Эмеральд, пытаются удержать на плаву семейный бизнес — ранчо с лошадьми для съёмок в кино и рекламе. Дела идут из рук вон плохо, часть животных пришлось продать, и Оджей уже подумывает избавиться и от ранчо, когда вдруг замечает в окрестностях НЛО. Ребята видят в этом возможность заработка и решают заснять его любой ценой.",6.343,10.0,20824.0,"['фантастика', 'ужасы']",True,Иэн Купер,Джордан Пил,['США'],130,2022
951,Грозный папа,"Поссорившись с сыном, царь Иван Грозный случайно ранит его – как на знаменитой картине Репина. Жизнь царевича на волоске. Чтобы все исправить, Грозный хочет отправиться в прошлое с помощью волшебного гримуара. Однако что-то пошло не так, и Грозный попадает в наше время, где знакомится с семьей Осиповых. Никита Осипов – неудачливый археолог и такой же неудачливый отец. Он давно потерял контакт с детьми – Ромкой и Полей. Но теперь они вместе отправляются в путешествие, чтобы помочь Грозному отыскать гримуар и спасти царевича.",6.078,10.0,4317.0,"['комедия', 'фэнтези', 'фантастика', 'приключения', 'семейный']",True,,,['Россия'],90,2021
952,King’s Man: Начало,"1914 год. Несколько лет назад герцог Оксфордский потерял любимую жену, поэтому теперь трясётся над единственным сыном Конрадом и пытается уберечь его ото всякого рода опасностей. Но парень горит желанием служить короне и напрашивается с отцом в командировку в Сараево, где прямо у них на глазах убивают эрцгерцога австрийского Франца Фердинанда. Начинается Первая мировая. Получив письмо от шпиона при дворе императора Николая II, Оксфорды с верными помощниками отправляются в Россию ликвидировать Распутина, который имеет на монарха сильное влияние и убеждает его не вступать в войну.",5.845,10.0,74786.0,"['боевик', 'триллер', 'приключения']",False,Адам Болинг,Мэттью Вон,"['Великобритания', 'США']",131,2021
953,Реальная любовь,"Калейдоскоп смешных и трогательных историй о любви. Фильм, без которого уже нельзя представить себе Рождество. Смотрите онлайн на Кинопоиске.",7.906,10.0,227600.0,"['мелодрама', 'комедия', 'драма']",True,Тим Беван,Ричард Кёртис,"['Великобритания', 'Франция', 'США']",129,2003
954,Человек-паук: Через вселенные,Пауки из разных измерений объединяются перед общей угрозой. Изобретательный кинокомикс с «Оскаром» за анимацию. Смотрите онлайн на Кинопоиске.,8.122,10.0,465658.0,"['мультфильм', 'фантастика', 'фэнтези', 'боевик', 'комедия', 'приключения', 'семейный']",True,Уилл Аллегра,Боб Персичетти,['США'],117,2018
955,Матрица,"Жизнь Томаса Андерсона разделена на две части: днём он — самый обычный офисный работник, получающий нагоняи от начальства, а ночью превращается в хакера по имени Нео, и нет места в сети, куда он бы не смог проникнуть. Но однажды всё меняется. Томас узнаёт ужасающую правду о реальности.",8.497,10.0,652580.0,"['фантастика', 'боевик']",True,Джоэл Силвер,Лана Вачовски,"['США', 'Австралия']",136,1999
956,Решение уйти,"Депрессивный детектив увлекается вдовой, которую подозревают в убийстве мужа. Приз за режиссуру в Каннах. Смотрите онлайн на Кинопоиске.",7.132,10.0,14496.0,"['детектив', 'триллер', 'мелодрама', 'криминал']",True,Пак Чхан-ук,Пак Чхан-ук,['Корея Южная'],138,2022
957,Молчание ягнят,Интеллектуал-людоед помогает молодой сотруднице ФБР. Веха в жанре триллера — и гениальная игра Энтони Хопкинса. Смотрите онлайн на Кинопоиске.,8.332,10.0,444761.0,"['триллер', 'детектив', 'криминал', 'драма', 'ужасы']",False,Рональд М. Бозман,Джонатан Демме,['США'],118,1990
958,Белый шум,"Джек Глэдни — профессор, изучающий Адольфа Гитлера в университете, известном как Колледж-на-Холме. Он пытается найти баланс между работой и семьёй, справляется со страхом смерти, когда рядом с городом происходит железнодорожная катастрофа, и переживает измену жены Бабетты.",,,,"['драма', 'комедия', 'ужасы']",,Ноа Баумбак,Ноа Баумбак,"['США', 'Великобритания']",136,2022
959,Серый человек,"В 2003 году ЦРУ вербует отбывающего срок за убийство Курта Джентри, и тот становится так называемым серым человеком — спецагентом под кодовым именем Сьерра Шесть. 18 лет спустя, устранив очередную цель, он узнаёт, что только что убил бывшего Сьерра Четыре, и получает носитель с информацией, представляющей угрозу для секретной программы «Сьерра». Отказавшись передать карту начальству, Шесть сам становится мишенью не только для бывших коллег, но и для элитных наёмников, самый опасный из которых — отморозок Ллойд Хансен.",6.456,10.0,29050.0,"['боевик', 'триллер']",,Джэйк Ост,Энтони Руссо,['США'],120,2022
960,365 дней,"Массимо Торичелли — молодой красивый босс сицилийской мафиозной семьи. После убийства отца конкурентами он вынужден взять на себя его обязанности. Лаура Бель — директор по продажам в роскошном отеле. Она строит карьеру, но в личной жизни ей не хватает страсти. Лаура делает последнюю попытку сохранить отношения — вместе с женихом и друзьями она летит на Сицилию, где её похищает Массимо и даёт ей 365 дней, чтобы Лаура его полюбила.",5.038,10.0,91019.0,['мелодрама'],False,Мацей Кавульски,Барбара Бяловас,['Польша'],114,2020
